id,pred
2011_1103_1106,0.621307384597243
2011_1103_1112,0.170591618334869
2011_1103_1114,0.655340383370481
2011_1103_1125,0.175835366479379
2011_1103_1131,0.536993363884438
2011_1103_1137,0.408030567706711
2011_1103_1139,0.241824790626559
2011_1103_1140,0.00225068296066593
2011_1103_1153,0.13996237572747
2011_1103_1155,0.343651327464145
2011_1103_1163,0.0793343571656971
2011_1103_1181,0
2011_1103_1196,0.0884407000036907
2011_1103_1199,0.295554018452309
2011_1103_1206,0.206755423651407
2011_1103_1207,0.233272053313948
2011_1103_1208,0.338617407666249
2011_1103_1211,0.241657916440359
2011_1103_1214,0.486564662467627
2011_1103_1228,0.317891576144715
2011_1103_1232,0.510919619917045
2011_1103_1242,0
2011_1103_1243,0.232618341196617
2011_1103_1246,0.0843177964312655
2011_1103_1254,0.464287334020837
2011_1103_1257,0.107117139407186
2011_1103_1266,0.343003691995184
2011_1103_1272,0.399763165991738
2011_1103_1276,0.327374507343997
2011_1103_1277,0.389207402809354
2011_1103_1281,0.305494361691611
2011_1103_1287,0.382188874392164
2011_1103_1294,0.479673402363563
2011_1103_1314,0.0711379286717165
2011_1103_1323,0.0685935466555381
2011_1103_1324,0.395244449489214
2011_1103_1326,0
2011_1103_1330,0.24915984372676
2011_1103_1336,0.390370271876245
2011_1103_1338,0.00184125333311601
2011_1103_1343,0.411804033194492
2011_1103_1345,0.0476975769735172
2011_1103_1350,0.360487660181934
2011_1103_1361,0
2011_1103_1364,0.508040180802203
2011_1103_1385,0.235618840552596
2011_1103_1389,0.528538695939659
2011_1103_1393,0.0818484966157302
2011_1103_1396,0.194487821311745
2011_1103_1397,0.307439033850043
2011_1103_1400,0.0725550732921415
2011_1103_1401,0.20206330959005
2011_1103_1412,0.335168335378645
2011_1103_1417,0.263089599416953
2011_1103_1421,0.511717768758046
2011_1103_1424,0.191731419337852
2011_1103_1425,0.409735597806981
2011_1103_1427,0.590456208722207
2011_1103_1429,0.206076905893892
2011_1103_1433,0.38371315476004
2011_1103_1435,0.149189631266572
2011_1103_1437,0.24626951224831
2011_1103_1449,0.172930633342075
2011_1103_1452,0.182751005506671
2011_1103_1458,0.0379072229155911
2011_1103_1459,0.491866792720621
2011_1103_1462,0.140069616565477
2011_1106_1112,0.0492842337376264
2011_1106_1114,0.534032998773238
2011_1106_1125,0.0545279818821358
2011_1106_1131,0.415685979287195
2011_1106_1137,0.286723183109468
2011_1106_1139,0.120517406029316
2011_1106_1140,0
2011_1106_1153,0.0186549911302266
2011_1106_1155,0.222343942866902
2011_1106_1163,0
2011_1106_1181,0
2011_1106_1196,0
2011_1106_1199,0.174246633855066
2011_1106_1206,0.0854480390541644
2011_1106_1207,0.111964668716705
2011_1106_1208,0.217310023069006
2011_1106_1211,0.120350531843116
2011_1106_1214,0.365257277870384
2011_1106_1228,0.196584191547472
2011_1106_1232,0.389612235319802
2011_1106_1242,0
2011_1106_1243,0.111310956599374
2011_1106_1246,0
2011_1106_1254,0.342979949423594
2011_1106_1257,0
2011_1106_1266,0.221696307397941
2011_1106_1272,0.278455781394495
2011_1106_1276,0.206067122746754
2011_1106_1277,0.26790001821211
2011_1106_1281,0.184186977094368
2011_1106_1287,0.260881489794921
2011_1106_1294,0.35836601776632
2011_1106_1314,0
2011_1106_1323,0
2011_1106_1324,0.273937064891971
2011_1106_1326,0
2011_1106_1330,0.127852459129517
2011_1106_1336,0.269062887279002
2011_1106_1338,0
2011_1106_1343,0.290496648597249
2011_1106_1345,0
2011_1106_1350,0.23918027558469
2011_1106_1361,0
2011_1106_1364,0.38673279620496
2011_1106_1385,0.114311455955353
2011_1106_1389,0.407231311342416
2011_1106_1393,0
2011_1106_1396,0.0731804367145017
2011_1106_1397,0.1861316492528
2011_1106_1400,0
2011_1106_1401,0.0807559249928067
2011_1106_1412,0.213860950781402
2011_1106_1417,0.14178221481971
2011_1106_1421,0.390410384160803
2011_1106_1424,0.070424034740609
2011_1106_1425,0.288428213209738
2011_1106_1427,0.469148824124964
2011_1106_1429,0.0847695212966485
2011_1106_1433,0.262405770162797
2011_1106_1435,0.0278822466693293
2011_1106_1437,0.124962127651067
2011_1106_1449,0.0516232487448315
2011_1106_1452,0.0614436209094275
2011_1106_1458,0
2011_1106_1459,0.370559408123378
2011_1106_1462,0.0187622319682344
2011_1112_1114,0.984748765035612
2011_1112_1125,0.505243748144509
2011_1112_1131,0.866401745549569
2011_1112_1137,0.737438949371841
2011_1112_1139,0.57123317229169
2011_1112_1140,0.331659064625796
2011_1112_1153,0.4693707573926
2011_1112_1155,0.673059709129275
2011_1112_1163,0.408742738830828
2011_1112_1181,0.224047401716172
2011_1112_1196,0.417849081668821
2011_1112_1199,0.624962400117439
2011_1112_1206,0.536163805316538
2011_1112_1207,0.562680434979079
2011_1112_1208,0.668025789331379
2011_1112_1211,0.57106629810549
2011_1112_1214,0.815973044132758
2011_1112_1228,0.647299957809846
2011_1112_1232,0.840328001582176
2011_1112_1242,0.26838147418961
2011_1112_1243,0.562026722861748
2011_1112_1246,0.413726178096396
2011_1112_1254,0.793695715685968
2011_1112_1257,0.436525521072317
2011_1112_1266,0.672412073660315
2011_1112_1272,0.729171547656868
2011_1112_1276,0.656782889009128
2011_1112_1277,0.718615784474484
2011_1112_1281,0.634902743356741
2011_1112_1287,0.711597256057295
2011_1112_1294,0.809081784028694
2011_1112_1314,0.400546310336847
2011_1112_1323,0.398001928320669
2011_1112_1324,0.724652831154345
2011_1112_1326,0.252687248111151
2011_1112_1330,0.578568225391891
2011_1112_1336,0.719778653541376
2011_1112_1338,0.331249634998247
2011_1112_1343,0.741212414859622
2011_1112_1345,0.377105958638648
2011_1112_1350,0.689896041847064
2011_1112_1361,0.298685354421023
2011_1112_1364,0.837448562467334
2011_1112_1385,0.565027222217727
2011_1112_1389,0.85794707760479
2011_1112_1393,0.411256878280861
2011_1112_1396,0.523896202976875
2011_1112_1397,0.636847415515174
2011_1112_1400,0.401963454957272
2011_1112_1401,0.53147169125518
2011_1112_1412,0.664576717043776
2011_1112_1417,0.592497981082083
2011_1112_1421,0.841126150423176
2011_1112_1424,0.521139801002983
2011_1112_1425,0.739143979472112
2011_1112_1427,0.919864590387338
2011_1112_1429,0.535485287559022
2011_1112_1433,0.71312153642517
2011_1112_1435,0.478598012931703
2011_1112_1437,0.575677893913441
2011_1112_1449,0.502339015007205
2011_1112_1452,0.512159387171801
2011_1112_1458,0.367315604580722
2011_1112_1459,0.821275174385751
2011_1112_1462,0.469477998230608
2011_1114_1125,0.0204949831088977
2011_1114_1131,0.381652980513957
2011_1114_1137,0.25269018433623
2011_1114_1139,0.0864844072560778
2011_1114_1140,0
2011_1114_1153,0
2011_1114_1155,0.188310944093664
2011_1114_1163,0
2011_1114_1181,0
2011_1114_1196,0
2011_1114_1199,0.140213635081827
2011_1114_1206,0.0514150402809263
2011_1114_1207,0.0779316699434669
2011_1114_1208,0.183277024295768
2011_1114_1211,0.0863175330698782
2011_1114_1214,0.331224279097146
2011_1114_1228,0.162551192774234
2011_1114_1232,0.355579236546564
2011_1114_1242,0
2011_1114_1243,0.0772779578261359
2011_1114_1246,0
2011_1114_1254,0.308946950650356
2011_1114_1257,0
2011_1114_1266,0.187663308624703
2011_1114_1272,0.244422782621257
2011_1114_1276,0.172034123973516
2011_1114_1277,0.233867019438872
2011_1114_1281,0.15015397832113
2011_1114_1287,0.226848491021683
2011_1114_1294,0.324333018993082
2011_1114_1314,0
2011_1114_1323,0
2011_1114_1324,0.239904066118733
2011_1114_1326,0
2011_1114_1330,0.0938194603562787
2011_1114_1336,0.235029888505764
2011_1114_1338,0
2011_1114_1343,0.256463649824011
2011_1114_1345,0
2011_1114_1350,0.205147276811452
2011_1114_1361,0
2011_1114_1364,0.352699797431722
2011_1114_1385,0.080278457182115
2011_1114_1389,0.373198312569178
2011_1114_1393,0
2011_1114_1396,0.0391474379412637
2011_1114_1397,0.152098650479562
2011_1114_1400,0
2011_1114_1401,0.0467229262195687
2011_1114_1412,0.179827952008164
2011_1114_1417,0.107749216046472
2011_1114_1421,0.356377385387564
2011_1114_1424,0.036391035967371
2011_1114_1425,0.2543952144365
2011_1114_1427,0.435115825351726
2011_1114_1429,0.0507365225234104
2011_1114_1433,0.228372771389559
2011_1114_1435,0
2011_1114_1437,0.0909291288778289
2011_1114_1449,0.0175902499715934
2011_1114_1452,0.0274106221361895
2011_1114_1458,0
2011_1114_1459,0.33652640935014
2011_1114_1462,0
2011_1125_1131,0.861157997405059
2011_1125_1137,0.732195201227332
2011_1125_1139,0.56598942414718
2011_1125_1140,0.326415316481287
2011_1125_1153,0.464127009248091
2011_1125_1155,0.667815960984766
2011_1125_1163,0.403498990686318
2011_1125_1181,0.218803653571663
2011_1125_1196,0.412605333524312
2011_1125_1199,0.61971865197293
2011_1125_1206,0.530920057172029
2011_1125_1207,0.557436686834569
2011_1125_1208,0.66278204118687
2011_1125_1211,0.56582254996098
2011_1125_1214,0.810729295988248
2011_1125_1228,0.642056209665337
2011_1125_1232,0.835084253437667
2011_1125_1242,0.263137726045101
2011_1125_1243,0.556782974717238
2011_1125_1246,0.408482429951887
2011_1125_1254,0.788451967541458
2011_1125_1257,0.431281772927807
2011_1125_1266,0.667168325515805
2011_1125_1272,0.723927799512359
2011_1125_1276,0.651539140864618
2011_1125_1277,0.713372036329975
2011_1125_1281,0.629658995212232
2011_1125_1287,0.706353507912785
2011_1125_1294,0.803838035884185
2011_1125_1314,0.395302562192338
2011_1125_1323,0.392758180176159
2011_1125_1324,0.719409083009835
2011_1125_1326,0.247443499966642
2011_1125_1330,0.573324477247381
2011_1125_1336,0.714534905396866
2011_1125_1338,0.326005886853737
2011_1125_1343,0.735968666715113
2011_1125_1345,0.371862210494138
2011_1125_1350,0.684652293702555
2011_1125_1361,0.293441606276514
2011_1125_1364,0.832204814322824
2011_1125_1385,0.559783474073217
2011_1125_1389,0.852703329460281
2011_1125_1393,0.406013130136351
2011_1125_1396,0.518652454832366
2011_1125_1397,0.631603667370664
2011_1125_1400,0.396719706812763
2011_1125_1401,0.526227943110671
2011_1125_1412,0.659332968899267
2011_1125_1417,0.587254232937574
2011_1125_1421,0.835882402278667
2011_1125_1424,0.515896052858473
2011_1125_1425,0.733900231327602
2011_1125_1427,0.914620842242828
2011_1125_1429,0.530241539414513
2011_1125_1433,0.707877788280661
2011_1125_1435,0.473354264787194
2011_1125_1437,0.570434145768931
2011_1125_1449,0.497095266862696
2011_1125_1452,0.506915639027292
2011_1125_1458,0.362071856436212
2011_1125_1459,0.816031426241242
