id,pred
2011_1103_1106,0.468740328071804
2011_1103_1112,0.194241316270567
2011_1103_1114,0.468740328071804
2011_1103_1125,0.407468259895444
2011_1103_1131,0.476373120589138
2011_1103_1137,0.488307263435032
2011_1103_1139,0.379182156133829
2011_1103_1140,0.00361738174824855
2011_1103_1153,0.130987491101393
2011_1103_1155,0.398331447963801
2011_1103_1163,0.0956000428219677
2011_1103_1181,0
2011_1103_1196,0.034675777842396
2011_1103_1199,0.393393819109725
2011_1103_1206,0.346463362981787
2011_1103_1207,0.207765667574932
2011_1103_1208,0.405008393956351
2011_1103_1211,0.375568730180615
2011_1103_1214,0.528020881314294
2011_1103_1228,0.424379232505643
2011_1103_1232,0.47662257766841
2011_1103_1242,0
2011_1103_1243,0.225388939730684
2011_1103_1246,0.0270516717325228
2011_1103_1254,0.487203350395533
2011_1103_1257,0.035140562248996
2011_1103_1266,0.405576679340938
2011_1103_1272,0.412576687116564
2011_1103_1276,0.391950375072129
2011_1103_1277,0.391116077664478
2011_1103_1281,0.395657078398195
2011_1103_1287,0.488086087624904
2011_1103_1294,0.500076511094109
2011_1103_1314,0.0514676316847608
2011_1103_1323,0.00507456503728252
2011_1103_1324,0.48786855036855
2011_1103_1326,0
2011_1103_1330,0.38669292446195
2011_1103_1336,0.385050162498234
2011_1103_1338,0
2011_1103_1343,0.532166436358053
2011_1103_1345,0.0037202380952381
2011_1103_1350,0.388028463792382
2011_1103_1361,0
2011_1103_1364,0.480446073938283
2011_1103_1385,0.220346020761246
2011_1103_1389,0.478534191965655
2011_1103_1393,0.00823723228995058
2011_1103_1396,0.260897937875228
2011_1103_1397,0.396512935883015
2011_1103_1400,0.0254838905406225
2011_1103_1401,0.273570104122094
2011_1103_1412,0.403348339898706
2011_1103_1417,0.334063047285464
2011_1103_1421,0.483561643835616
2011_1103_1424,0.389404540911038
2011_1103_1425,0.41551748154339
2011_1103_1427,0.468740328071804
2011_1103_1429,0.341145472195257
2011_1103_1433,0.41551748154339
2011_1103_1435,0.216487189008541
2011_1103_1437,0.382522092860149
2011_1103_1449,0.206225213315707
2011_1103_1452,0.249333333333333
2011_1103_1458,0.029341433464745
2011_1103_1459,0.537223340040241
2011_1103_1462,0.167400881057269
2011_1106_1112,0.192338570937034
2011_1106_1114,0.493187579214195
2011_1106_1125,0.41832729468599
2011_1106_1131,0.501100975149418
2011_1106_1137,0.506291286568103
2011_1106_1139,0.390135174000575
2011_1106_1140,0.00361374136590275
2011_1106_1153,0.131047152480098
2011_1106_1155,0.413392601089762
2011_1106_1163,0.0948920709553323
2011_1106_1181,0
2011_1106_1196,0.0344927536231884
2011_1106_1199,0.408221934741986
2011_1106_1206,0.352006807545029
2011_1106_1207,0.213353482621239
2011_1106_1208,0.424433610553484
2011_1106_1211,0.385720262167062
2011_1106_1214,0.549481621112158
2011_1106_1228,0.438328817909596
2011_1106_1232,0.501419110690634
2011_1106_1242,0
2011_1106_1243,0.225768321513002
2011_1106_1246,0.0266358550231087
2011_1106_1254,0.505198487712665
2011_1106_1257,0.0340878649879454
2011_1106_1266,0.421505376344086
2011_1106_1272,0.433657420646268
2011_1106_1276,0.408672798948752
2011_1106_1277,0.411007862759114
2011_1106_1281,0.409123409123409
2011_1106_1287,0.505707584050039
2011_1106_1294,0.52458758837392
2011_1106_1314,0.0512060261238881
2011_1106_1323,0.00506302955156024
2011_1106_1324,0.505467041549516
2011_1106_1326,0
2011_1106_1330,0.394587701898555
2011_1106_1336,0.404882276469739
2011_1106_1338,0
2011_1106_1343,0.552297318488317
2011_1106_1345,0.00371643593793552
2011_1106_1350,0.399294781382229
2011_1106_1361,0
2011_1106_1364,0.505167554024428
2011_1106_1385,0.226130653266332
2011_1106_1389,0.503300848789689
2011_1106_1393,0.00822729267222466
2011_1106_1396,0.264574579831933
2011_1106_1397,0.413886512688908
2011_1106_1400,0.0249590089269448
2011_1106_1401,0.282077100115075
2011_1106_1412,0.419419419419419
2011_1106_1417,0.347948452081173
2011_1106_1421,0.508268330733229
2011_1106_1424,0.395292091287498
2011_1106_1425,0.435820468839337
2011_1106_1427,0.493187579214195
2011_1106_1429,0.351779209862707
2011_1106_1433,0.435820468839337
2011_1106_1435,0.214516529952772
2011_1106_1437,0.393574865553354
2011_1106_1449,0.209656004828002
2011_1106_1452,0.250669523299411
2011_1106_1458,0.0287025664231689
2011_1106_1459,0.557628458498024
2011_1106_1462,0.168707660239708
2011_1112_1114,0.805899363794101
2011_1112_1125,0.641560283687943
2011_1112_1131,0.80677887940973
2011_1112_1137,0.807767703994119
2011_1112_1139,0.628067700987306
2011_1112_1140,0.325837988826816
2011_1112_1153,0.461482239438679
2011_1112_1155,0.69303573951123
2011_1112_1163,0.506037151702786
2011_1112_1181,0.067591878694423
2011_1112_1196,0.50114696436764
2011_1112_1199,0.698800342759212
2011_1112_1206,0.574192609834158
2011_1112_1207,0.516538688718252
2011_1112_1208,0.636297376093295
2011_1112_1211,0.581434599156118
2011_1112_1214,0.795288383428107
2011_1112_1228,0.640532125672233
2011_1112_1232,0.772006492695717
2011_1112_1242,0.067591878694423
2011_1112_1243,0.488034699371822
2011_1112_1246,0.424156464616303
2011_1112_1254,0.830459770114943
2011_1112_1257,0.418176418176418
2011_1112_1266,0.709413754227734
2011_1112_1272,0.623038156947444
2011_1112_1276,0.589644843816859
2011_1112_1277,0.652809633027523
2011_1112_1281,0.712924783165079
2011_1112_1287,0.722612649855312
2011_1112_1294,0.804509557056198
2011_1112_1314,0.507003232261044
2011_1112_1323,0.343580734885083
2011_1112_1324,0.721157822191592
2011_1112_1326,0.0657791699295223
2011_1112_1330,0.680192962542565
2011_1112_1336,0.653520722787896
2011_1112_1338,0.257359009628611
2011_1112_1343,0.686088653470867
2011_1112_1345,0.331406007615287
2011_1112_1350,0.57329988851728
2011_1112_1361,0.337265787647467
2011_1112_1364,0.806916426512968
2011_1112_1385,0.522256500661084
2011_1112_1389,0.771888251434273
2011_1112_1393,0.358933255610609
2011_1112_1396,0.487201610583837
2011_1112_1397,0.628201479795105
2011_1112_1400,0.422937989163155
2011_1112_1401,0.517754041570439
2011_1112_1412,0.685443390964863
2011_1112_1417,0.521333915829329
2011_1112_1421,0.80773658761225
2011_1112_1424,0.549195500498363
2011_1112_1425,0.659461780704266
2011_1112_1427,0.805899363794101
2011_1112_1429,0.592325447201385
2011_1112_1433,0.659604924133982
2011_1112_1435,0.487852138917871
2011_1112_1437,0.660025080117041
2011_1112_1449,0.484781972490489
2011_1112_1452,0.50105358217941
2011_1112_1458,0.404886042008044
2011_1112_1459,0.768503545217067
2011_1112_1462,0.525770227469047
2011_1114_1125,0.41832729468599
2011_1114_1131,0.501100975149418
2011_1114_1137,0.506291286568103
2011_1114_1139,0.390135174000575
2011_1114_1140,0.00361374136590275
2011_1114_1153,0.131047152480098
2011_1114_1155,0.413392601089762
2011_1114_1163,0.0948920709553323
2011_1114_1181,0
2011_1114_1196,0.0344927536231884
2011_1114_1199,0.408221934741986
2011_1114_1206,0.352006807545029
2011_1114_1207,0.213353482621239
2011_1114_1208,0.424433610553484
2011_1114_1211,0.385720262167062
2011_1114_1214,0.549481621112158
2011_1114_1228,0.438328817909596
2011_1114_1232,0.501419110690634
2011_1114_1242,0
2011_1114_1243,0.225768321513002
2011_1114_1246,0.0266358550231087
2011_1114_1254,0.505198487712665
2011_1114_1257,0.0340878649879454
2011_1114_1266,0.421505376344086
2011_1114_1272,0.433657420646268
2011_1114_1276,0.408672798948752
2011_1114_1277,0.411007862759114
2011_1114_1281,0.409123409123409
2011_1114_1287,0.505707584050039
2011_1114_1294,0.52458758837392
2011_1114_1314,0.0512060261238881
2011_1114_1323,0.00506302955156024
2011_1114_1324,0.505467041549516
2011_1114_1326,0
2011_1114_1330,0.394587701898555
2011_1114_1336,0.404882276469739
2011_1114_1338,0
2011_1114_1343,0.552297318488317
2011_1114_1345,0.00371643593793552
2011_1114_1350,0.399294781382229
2011_1114_1361,0
2011_1114_1364,0.505167554024428
2011_1114_1385,0.226130653266332
2011_1114_1389,0.503300848789689
2011_1114_1393,0.00822729267222466
2011_1114_1396,0.264574579831933
2011_1114_1397,0.413886512688908
2011_1114_1400,0.0249590089269448
2011_1114_1401,0.282077100115075
2011_1114_1412,0.419419419419419
2011_1114_1417,0.347948452081173
2011_1114_1421,0.508268330733229
2011_1114_1424,0.395292091287498
2011_1114_1425,0.435820468839337
2011_1114_1427,0.493187579214195
2011_1114_1429,0.351779209862707
2011_1114_1433,0.435820468839337
2011_1114_1435,0.214516529952772
2011_1114_1437,0.393574865553354
2011_1114_1449,0.209656004828002
2011_1114_1452,0.250669523299411
2011_1114_1458,0.0287025664231689
2011_1114_1459,0.557628458498024
2011_1114_1462,0.168707660239708
2011_1125_1131,0.579864928537773
2011_1125_1137,0.6008911521324
2011_1125_1139,0.504983898175127
2011_1125_1140,0.256305295127426
2011_1125_1153,0.381622268781802
2011_1125_1155,0.54030303030303
2011_1125_1163,0.32288
2011_1125_1181,0.165287329525586
2011_1125_1196,0.250721649484536
2011_1125_1199,0.530937215650591
2011_1125_1206,0.449101796407186
2011_1125_1207,0.439691775436389
2011_1125_1208,0.514397708427559
2011_1125_1211,0.506662628709873
2011_1125_1214,0.609883170192611
2011_1125_1228,0.51826139450649
2011_1125_1232,0.577317959248144
2011_1125_1242,0.165287329525586
2011_1125_1243,0.404868971933633
2011_1125_1246,0.337091988130564
2011_1125_1254,0.601587301587302
2011_1125_1257,0.339134249780638
2011_1125_1266,0.541888398966094
2011_1125_1272,0.528347406513872
2011_1125_1276,0.498604218362283
2011_1125_1277,0.510771992818671
2011_1125_1281,0.537188828172435
2011_1125_1287,0.599068721901092
2011_1125_1294,0.58716323296355
2011_1125_1314,0.269948113869023
2011_1125_1323,0.197083781522648
2011_1125_1324,0.598815810529685
2011_1125_1326,0.165497076023392
2011_1125_1330,0.503241368913011
